"","Family","Subfamily","Tribe","Genus","animal","type","caste.number","caste.number.ref","colony.size","colony.size.ref","queen.mating.frequency.original","queen.number.continuous","queen.number.binary","Inherent_Constraints_Scale","Conditional_Constraints_Scale","Constraints_Confidence","Constraints_Scale_Notes","Ref.2","Supercolonial.Helantera.review_no.stringent.nonstringent","social.parasite.Antwiki_no.yes","clonal","hybridisation","Taxonomic_info.Antcat.registered_undescribed.species_Antcat.unregistered_incertae.sedis._subspecies","Min_size","Max_size","Raw_Data_all_workers","Sample_size_all_workers","Queen_HW_mean","Queen_HW_mean.1","Sample_size_queen","Raw_data_queen"
"1308","Formicidae","Myrmicinae","Attini","Myrmicocrypta","Myrmicocrypta_ednaella","ant",1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",86.78,"Ferguson-Gow, 2014","1,06","1",0,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"1309","Formicidae","Formicinae","Myrmoteratini","Myrmoteras","Myrmoteras_barbouri","ant",1,"Oster & Wilson, 1978; Laciny et al., 2017; Blanchard & Moreau, 2017",9.5,"Holldobler & Wilson, 1990; Kaspari & Vargo, 1995","",NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"1310","Formicidae","Formicinae","Myrmoteratini","Myrmoteras","Myrmoteras_toro","ant",1,"Oster & Wilson, 1978; Laciny et al., 2017; Blanchard & Moreau, 2017",22,"Kaspari & Vargo, 1995","",NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"1311","Formicidae","Amblyoponinae","Amblyoponini","Mystrium","Mystrium_camillae","ant",1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",58,"Molet et al, 2009","",NA,NA,4,4,1,"""All 183 workers dissected had eight ovarioles, similar to the ergatoid queens, but these were extremely short [less than 1 mm (i.e. less than the size of a mature oocyte); Molet et al. (2007a)] and lacked growing oocytes. We consider that such highly reduced ovaries cannot produce eggs. A tiny spermatheca-like structure was seen but was always empty."" ---- Molet, M., Fisher, B. L., Ito, F. & Peeters, C. 2009. Shift from independent to dependent colony foundation and evolution of 'multi-purpose' ergatoid queens in Mystrium ants (subfamily Amblyoponinae). Biological Journal of the Linnean Society 98: 198-207.",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"1312","Formicidae","Amblyoponinae","Amblyoponini","Mystrium","Mystrium_mysticum","ant",1,"Molet at al., 2009; Oster & Wilson, 1978; Blanchard & Moreau, 2017",43,"Molet et al., 2009","",NA,NA,4,4,1,"""All 183 workers dissected had eight ovarioles, similar to the ergatoid queens, but these were extremely short [less than 1 mm (i.e. less than the size of a mature oocyte); Molet et al. (2007a)] and lacked growing oocytes. We consider that such highly reduced ovaries cannot produce eggs. A tiny spermatheca-like structure was seen but was always empty."" ---- Molet, M., Fisher, B. L., Ito, F. & Peeters, C. 2009. Shift from independent to dependent colony foundation and evolution of 'multi-purpose' ergatoid queens in Mystrium ants (subfamily Amblyoponinae). Biological Journal of the Linnean Society 98: 198-207.",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"1313","Formicidae","Amblyoponinae","Amblyoponini","Mystrium","Mystrium_oberthueri","ant",1,"Molet at al., 2009; Oster & Wilson, 1978; Blanchard & Moreau, 2017; Bouchet et al., 2013; Rajakumar et al., 2018",33.56,"Molet et al., 2009; Bouchet et al., 2013","","2,25",1,4,4,1,"""All 183 workers dissected had eight ovarioles, similar to the ergatoid queens, but these were extremely short [less than 1 mm (i.e. less than the size of a mature oocyte); Molet et al. (2007a)] and lacked growing oocytes. We consider that such highly reduced ovaries cannot produce eggs. A tiny spermatheca-like structure was seen but was always empty."" ---- Molet, M., Fisher, B. L., Ito, F. & Peeters, C. 2009. Shift from independent to dependent colony foundation and evolution of 'multi-purpose' ergatoid queens in Mystrium ants (subfamily Amblyoponinae). Biological Journal of the Linnean Society 98: 198-207.",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"1314","Formicidae","Amblyoponinae","Amblyoponini","Mystrium","Mystrium_rogeri","ant",1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",156,"Molet et al, 2009","",NA,NA,3,4,1,"""in contrast with workers from ergatoid species, M. rogeri workers have functional ovaries and can lay eggs following the death of the queen (after 3 months in the laboratory; M. Molet & C. Peeters, unpubl. data). "" ------- Molet, M., Fisher, B. L., Ito, F. & Peeters, C. 2009. Shift from independent to dependent colony foundation and evolution of 'multi-purpose' ergatoid queens in Mystrium ants (subfamily Amblyoponinae). Biological Journal of the Linnean Society 98: 198-207.",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"1315","Formicidae","Dorylinae",NA,"Neivamyrmex","Neivamyrmex_carolinensis","ant",NA,"",70000,"King & Porter, 2007; Barth et al., 2014","1,43","14",1,NA,NA,NA,"",NA,0,0,0,0,0,0.631,0.973,"0.973, 0.631",2,1.5215,NA,2,"1.392, 1.651"
"1316","Formicidae","Dorylinae",NA,"Neivamyrmex","Neivamyrmex_harrisii","ant",2,"Watkins, 1982",550000,"Barth et al., 2014","3,9","1",0,NA,NA,NA,"",NA,0,0,0,0,0,0.518,0.976,"0.976, 0.616, 0.869, 0.518",4,NA,NA,NA,NA
"1317","Formicidae","Dorylinae",NA,"Neivamyrmex","Neivamyrmex_impudens","ant",2,"Watkins, 1982",NA,"","",NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"1318","Formicidae","Dorylinae",NA,"Neivamyrmex","Neivamyrmex_nigrescens","ant",1,"Mizuno et al., 2022",83750,"Holldobler & Wilson, 1990; Beckers et al., 1989; Kronauer et al., 2007; Peeters & Ito, 2001","12,8","1",0,NA,NA,NA,"",NA,0,0,0,0,0,0.618,1.115,"0.954, 0.913, 1.114, 0.989, 0.675, 0.618, 1.115, 0.765, 0.632",9,1.787,NA,1,"1.787"
"1319","Formicidae","Dorylinae",NA,"Neivamyrmex","Neivamyrmex_opacithorax","ant",NA,"",30000,"King & Porter, 2007","",NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"1320","Formicidae","Dorylinae",NA,"Neivamyrmex","Neivamyrmex_pilosus","ant",2,"Watkins, 1982",NA,"","",NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"1321","Formicidae","Dorylinae",NA,"Neivamyrmex","Neivamyrmex_texanus","ant",NA,"",30000,"King & Porter, 2007","",NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"1322","Formicidae","Dorylinae",NA,"Neocerapachys - was cerapachys","Neocerapachys_neotropicus","ant",1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",NA,"","",NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"1323","Formicidae","Ponerinae","Ponerini","Neoponera - synonymous with Pachycondyla_apicalis","Neoponera_apicalis","ant",1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",NA,"","",NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"1324","Formicidae","Ponerinae","Ponerini","Neoponera - synonymous with Pachycondyla_commutata","Neoponera_commutata","ant",1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",800,"Kaspari & Vargo, 1995","",NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"1325","Formicidae","Ponerinae","Ponerini","Neoponera","Neoponera_crenata","ant",1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",50,"Bertelsmeier et al., 2013","",NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"1326","Formicidae","Ponerinae","Ponerini","Neoponera","Neoponera_dismarginata","ant",1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",NA,"","",NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"1327","Formicidae","Ponerinae","Ponerini","Neoponera - synonymous with Pachycondyla_goeldii","Neoponera_goeldii","ant",1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",158.84,"Denis et al., 2007; Denis et al., 2008","","1",0,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"1328","Formicidae","Ponerinae","Ponerini","Neoponera - synonymous with Pachycondyla_insignis","Neoponera_insignis","ant",1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",NA,"","",NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"1329","Formicidae","Ponerinae","Ponerini","Neoponera - synonymous with/was Pachycondyla_inversa","Neoponera_inversa","ant",1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",35.62,"van Zweden et al., 2009; Helantera et al., 2013; D'Ettorre et al., 2004","2,38","1,9",1,NA,NA,NA,"",NA,0,0,0,0,0,2.242,2.989,"2.292, 2.989, 2.425, 2.242, 2.362, 2.558, 2.368",7,NA,NA,NA,NA
"1330","Formicidae","Ponerinae","Ponerini","Neoponera - synonymous with pachycondyla_laevigata/termitipone_laevigata/pachycondyla_giganta","Neoponera_laevigata","ant",1,"Wilson, 1953; Oster & Wilson, 1978; Blanchard & Moreau, 2017",NA,"","",NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"1331","Formicidae","Ponerinae","Ponerini","Neoponera - synonymous with Pachycondyla","Neoponera_marginata","ant",1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",1198.5,"Shik, 2008","",NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"1332","Formicidae","Ponerinae","Ponerini","Neoponera - synonymous with Pachycondyla_obscuricornis","Neoponera_obscuricornis","ant",1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",61,"Villet, 1990; Kaspari & Vargo, 1995","","1",0,NA,NA,NA," Ovaries are well developed among nuress and totally degenerate in foragers.  ----- Fresneau, D. 1984. Developpement ovarien et statut social chez une fourmi primitive Neoponera obscuricornis Emery (Hym. Formicidae, Ponerinae). Insectes Sociaux 31(4): 387-402.",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"1333","Formicidae","Ponerinae","Ponerini","Neoponera","Neoponera_unidentata","ant",1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",NA,"","",NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"1334","Formicidae","Ponerinae","Ponerini","Neoponera - synonymous with Pachycondyla_verenae","Neoponera_verenae","ant",1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",120,"Evison et al., 2012","","2,17",1,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"1335","Formicidae","Ponerinae","Ponerini","Neoponera - was Pachycondyla_villosa","Neoponera_villosa","ant",1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",32.77,"Beckers et al., 1989; Trunzer et al., 1998","1,67","1,57",1,NA,NA,NA,"",NA,0,0,0,0,0,2.11,2.968,"2.409, 2.378, 2.651, 2.813, 2.666, 2.968, 2.792, 2.568, 2.110, 2.875, 2.716",11,NA,NA,NA,NA
"1336","Formicidae","Dorylinae",NA,"Nomamyrmex","Nomamyrmex_esenbeckii","ant",2,"Blanchard & Moreau, 2017; Powell & Clark, 2004",1e+06,"Barth et al., 2014","5,88","1",0,NA,NA,NA,"",NA,0,0,0,0,0,0.844,2.714,"1.617, 1.378, 1.478, 0.844, 2.714, 1.768, 1.048, 1.773, 2.087, 1.639, 2.211, 1.060, 2.129, 2.078, 2.182, 1.966, 1.36, 2.105, 2.049, 2.56",20,NA,NA,NA,NA
"1337","Formicidae","Myrmeciinae","Prionomyrmecini","Nothomyrmecia","Nothomyrmecia_macrops","ant",1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",39.26,"Holldobler & Wilson, 1990; Sanetra & Crozier, 2001","1,21","1",0,3,3,1,"males produced in queenright colonies, presumably also in queenless. Page 190 Holldobler and Wilson The Ants",NA,0,0,0,0,0,1.096,1.577,"1.449, 1.454, 1.577, 1.096",4,NA,NA,NA,NA
"1338","Formicidae","Myrmicinae","Stenammini","Novomessor - synonymous with Aphaenogaster_albisetosa","Novomessor_albisetosus","ant",1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",350,"Beckers et al., 1989","",NA,NA,NA,NA,NA,"he period of developing ovaries corresponds with the age when workers are found with the brood and queen. Resorption of ovaries occurs at a time when workers no longer tend brood and queen.�------ ",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"1339","Formicidae","Myrmicinae","Stenammini","Novomessor - was Aphaenogaster_cockerelli","Novomessor_cockerelli","ant",1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017; Goldstein & Topoff, 1985",5303.33,"Smith et al., 2012; Beckers et al., 1989","1,03","1",0,3,4,1,"male production when queenright but queenless colonies or satellite colonies may have worker male production",NA,0,0,0,0,0,1.364,1.663,"1.364, 1.663, 1.438, 1.571, 1.612",5,NA,NA,NA,NA
"1340","Formicidae","Formicinae","Lasiini","Nylanderia","Nylanderia_arenivaga","ant",1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",100,"King & Porter, 2007","",NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"1341","Formicidae","Formicinae","Lasiini","Nylanderia","Nylanderia_concinna","ant",1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",100,"King & Porter, 2007","",NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"1342","Formicidae","Formicinae","Lasiini","Nylanderia - Synonymous with Paratrechina_faisonensis","Nylanderia_faisonensis","ant",1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",122.56,"Geraghty et al., 2007; King & Porter, 2007; Nuhn et al., 1992","","1",0,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"1343","Formicidae","Formicinae","Lasiini","Nylanderia - synonymous with Paratrechina_flavipes","Nylanderia_flavipes","ant",1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",350,"Ichinose, 1986; Terayama et al., 2014","1","1",0,NA,NA,NA,"",NA,0,0,0,0,0,0.465,0.575,"0.575, 0.493, 0.52, 0.465",4,NA,NA,NA,NA
"1344","Formicidae","Formicinae","Plagiolepidini","Nylanderia - synonymous with Paratrechina_parvula","Nylanderia_parvula","ant",1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",100,"King & Porter, 2007","",NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"1345","Formicidae","Formicinae","Plagiolepidini","Nylanderia - synonymous with Paratrechina_phantasma","Nylanderia_phantasma","ant",1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",100,"King & Porter, 2007","",NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"1346","Formicidae","Formicinae","Lasiini","Nylanderia - synonymous with Paratrechina_steinheili","Nylanderia_steinheili","ant",1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",143,"Kaspari & Vargo, 1995","",NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"1347","Formicidae","Formicinae","Lasiini","Nylanderia - synonymous with Paratrechina_melanderi + Nylanderia_melanderi","Nylanderia_terricola","ant",1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",137.5,"Lynch et al., 1980","","1",0,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"1348","Formicidae","Formicinae","Plagiolepidini","Nylanderia","Nylanderia_vividula","ant",1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",NA,"","",NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"1349","Formicidae","Formicinae","Plagiolepidini","Nylanderia - synonymous with Paratrechina_wojciki","Nylanderia_wojciki","ant",1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",100,"King & Porter, 2007","",NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"1350","Formicidae","Dolichoderinae","Leptomyrmecini","Ochetellus","Ochetellus_glaber","ant",1,"Blanchard & Moreau, 2017",416,"Bertelsmeier et al., 2013","",NA,1,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"1351","Formicidae","Myrmicinae","Pheidolini","Ocymyrmex","Ocymyrmex_barbiger","ant",1,"Blanchard & Moreau, 2017",200,"Beckers et al., 1989","",NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"1352","Formicidae","Myrmicinae","Pheidolini","Ocymyrmex","Ocymyrmex_foreli","ant",1,"Blanchard & Moreau, 2017",713,"Forder & Marsh, 1989","",NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"1353","Formicidae","Myrmicinae","Pheidolini","Ocymyrmex","Ocymyrmex_robustior","ant",1,"Lecocq de Pletincx et al., 2019; Oster & Wilson, 1978; Blanchard & Moreau, 2017",347.6,"Lecocq de Pletincx et al., 2019","1","1,32",1,4,4,1,"trophic eggs. ------ Lecocq de Pletincx, N., Kuhn, A. & Aron, S. 2019. Population structure and sociogenetic organisation in a species with ergatoid queens, the desert ant Ocymyrmex robustior. Insect. Soc. 66: 389-401.",NA,0,0,0,0,0,1.28,1.522,"1.522, 1.280, 1.337",3,NA,NA,NA,NA
"1354","Formicidae","Ponerinae","Ponerini","Odontomachus","Odontomachus_affinis","ant",1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",NA,"","",NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"1355","Formicidae","Ponerinae","Ponerini","Odontomachus","Odontomachus_bauri","ant",1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",300,"Beckers et al., 1989","",NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"1356","Formicidae","Ponerinae","Ponerini","Odontomachus","Odontomachus_brunneus","ant",1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",120.17,"King & Porter, 2007; Cerquera & Tschinkel, 2010; Tschinkel, 2011","","1,04",0,3,NA,1,"""Adrian Smith, pers. comm."" -- Megan Barkdull, Corrie S Moreau, Worker Reproduction and Caste Polymorphism Impact Genome Evolution and Social Genes Across the Ants, Genome Biology and Evolution, Volume 15, Issue 6, June 2023",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"1357","Formicidae","Ponerinae","Ponerini","Odontomachus","Odontomachus_cephalotes","ant",1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",1000,"Villet, 1990","",NA,1,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"1358","Formicidae","Ponerinae","Ponerini","Odontomachus","Odontomachus_chelifer","ant",1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",130,"Kaspari & Vargo, 1995","",NA,NA,4,4,1,"trophic eggs ----- Medeiros, F. N. S., Lopes, L. E., Moutinho, P. R. S., Oliveira, P. S. & Holldobler, B. 1992. Functional polygyny, agonistic interactions and reproductive dominance in the Neotropical ant Odontomachus chelifer (Hymenoptera, Formicidae, Ponerinae). Ethology 91: 134-146. ",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"1359","Formicidae","Ponerinae","Ponerini","Odontomachus","Odontomachus_coquereli","ant",1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",NA,"","",NA,NA,3,4,1,"mated Odontomachus workers have never been found although they can lay unfertilised eggs that develop into males in queenless colonies ----- Molet, M., Peeters, C. & Fisher, B. L. 2007. Permanent loss of wings in queens of the ant Odontomachus coquereli from Madagascar. Insect. Soc. 54: 183-188.",NA,0,0,0,0,0,1.724,2.466,"1.928, 1.844, 1.777, 2.466, 2.137, 1.832, 1.814, 2.184, 2.244, 2.341, 2.349, 1.724, 1.689",13,NA,NA,NA,NA
"1360","Formicidae","Ponerinae","Ponerini","Odontomachus","Odontomachus_haematodus","ant",1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",500,"Beckers et al., 1989","",NA,NA,3,3,1,"Workers will reproduce in both queenless and queenright nests. Males only. See page 190 Holldobler and Wilson The Ants",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"1361","Formicidae","Ponerinae","Ponerini","Odontomachus","Odontomachus_hastatus","ant",1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",286.65,"Berthelot et al., 2017; Oliveira et al., 2011","","1,25",1,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,1.8,NA,NA
"1362","Formicidae","Ponerinae","Ponerini","Odontomachus","Odontomachus_laticeps","ant",1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",15,"Kaspari & Vargo, 1995","",NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"1363","Formicidae","Ponerinae","Ponerini","Odontomachus","Odontomachus_relictus","ant",1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",200,"King & Porter, 2007","",NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"1364","Formicidae","Ponerinae","Ponerini","Odontomachus","Odontomachus_rixosus","ant",1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",142,"Ito et al., 1996","","24,3",1,3,4,1,"Workers also had a pair of three ovarioles with a small spermatheca which was evidently smaller than that of queens. All workers dissected were virgin and most workers had no oocytes in their ovarioles. One or two developed oocytes were found in four out of 50 dissected workers from six colonies.  In both cases, the queen (queen code M and N) aggressively seized the egg just after laying by workers, and consumed it. ------- Ito, F., Yusoff, N. R. & Idris, A. H. 1996. Colony composition and queen behavior in polygynous colonies of the Oriental ponerine ant Odontomachus rixosus (Hymenoptera Formicidae). Ins. Soc. 43: 77-86.",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"1365","Formicidae","Ponerinae","Ponerini","Odontomachus","Odontomachus_ruginodis","ant",1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",200,"King & Porter, 2007","",NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"1366","Formicidae","Ponerinae","Ponerini","Odontomachus","Odontomachus_troglodytes","ant",1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",245,"Villet, 1990; Beckers et al., 1989","",NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,1.557,2.41,"1.793, 2.369, 1.655, 1.665, 1.801, 1.869, 1.557, 1.912, 2.410, 2.048, 1.860, 1.790, 1.986",13,NA,NA,NA,NA
"1367","Formicidae","Ponerinae","Ponerini","Odontoponera","Odontoponera_transversa","ant",1,"Blanchard & Moreau, 2017",47,"Wang et al., 2020","","",NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"1368","Formicidae","Formicinae","Oecophyllini","Oecophylla","Oecophylla_longinoda","ant",2,"Holldobler&Wilson, 1990",490000,"Holldobler & Wilson, 1990; Beckers et al., 1989","","1",0,3,4,1,"page 191 The Ants",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"1369","Formicidae","Formicinae","Oecophyllini","Oecophylla","Oecophylla_smaragdina","ant",2,"Holldobler&Wilson, 1990; Kamhi et al., 2017; Sheeja et al., 2018",5e+05,"Jaffe et al., 2012","1,32","2,83",1,3,4,1,"page 191 The Ants",NA,0,0,0,0,0,1.071,1.672,"1.423, 1.377, 1.515, 1.672, 1.5, 1.606, 1.578, 1.071, 1.292, 1.583",10,2.914,NA,1,"2.914"
"1370","Formicidae","Amblyoponinae","Amblyoponini","Onychomyrmex","Onychomyrmex_hedleyi","ant",1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017; Miyata et al., 2003",846.41,"Miyata et al., 2003; Villet, 1990","","1",0,NA,NA,NA,"","Peeters, C. 1991. The occurrence of sexual reproduction among ant workers. Biological Journal of the Linnaean Society 44: 141-152.",0,0,0,0,0,0.684,0.846,"0.751, 0.799, 0.845, 0.846, 0.699, 0.684, 0.689, 0.728, 0.730",9,NA,0.73,NA,NA
"1371","Formicidae","Myrmicinae","Dacetini","Orectognathus","Orectognathus_clarki","ant",1,"Carlin, 1981",NA,"","",NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"1372","Formicidae","Myrmicinae","Dacetini","Orectognathus","Orectognathus_versicolor","ant",2,"Carlin, 1981; Holldobler&Wilson, 1990",104,"Kaspari & Vargo, 1995","",NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"1373","Formicidae","Ponerinae","Ponerini","Pachycondyla","Pachycondyla_crassinoda","ant",1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",NA,"","",NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"1374","Formicidae","Ponerinae","Ponerini","Pachycondyla - synonymous with Pachycondyla_pergandei","Pachycondyla_purpurascens","ant",1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",NA,"","",NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"1375","Formicidae","Ponerinae","Ponerini","Pachycondyla","Pachycondyla_striata","ant",1,"Silva-Melo & Giannotti, 2012; Oster & Wilson, 1978; Blanchard & Moreau, 2017",36.7,"Rodrigues et al., 2011","","2,36",1,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"1376","Formicidae","Ponerinae","Ponerini","Paltothyreus - synonymous with Pachycondyla_tarsata + Formica_tarsata","Paltothyreus_tarsatus","ant",1,"Blanchard & Moreau, 2017",600,"Holldobler & Wilson, 1990","",NA,1,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"1377","Formicidae","Formicinae","Lasiini","Paraparatrechina","Paraparatrechina_pallida","ant",1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",500,"Wilson, 1959","",NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"1378","Formicidae","Paraponerinae","Paraponerini","Paraponera","Paraponera_clavata","ant",1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",1019,"Kaspari & Vargo, 1995","","1",0,NA,NA,NA,"trophic eggs are laid but its not clear whether they would develop into males if left.Peeters, C. 2017. Independent colony foundation in Paraponera clavata (Hymenoptera: Formicidae): first workers lay trophic eggs to feed queen's larvae. Sociobiology 64(4): 417-422.",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"1379","Formicidae","Dorylinae",NA,"Parasyscia - was cerapachys_opaca","Parasyscia_opaca","ant",1,"Oster & Wilson, 1978",100,"Holldobler & Wilson, 1990","",NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
