"","Family","Subfamily","Tribe","Genus","animal","type","caste.number","caste.number.ref","colony.size","colony.size.ref","queen.mating.frequency.original","queen.number.continuous","queen.number.binary","Inherent_Constraints_Scale","Conditional_Constraints_Scale","Constraints_Confidence","Constraints_Scale_Notes","Ref.2","Supercolonial.Helantera.review_no.stringent.nonstringent","social.parasite.Antwiki_no.yes","clonal","hybridisation","Taxonomic_info.Antcat.registered_undescribed.species_Antcat.unregistered_incertae.sedis._subspecies","Min_size","Max_size","Raw_Data_all_workers","Sample_size_all_workers","Queen_HW_mean","Queen_HW_mean.1","Sample_size_queen","Raw_data_queen"
"1",NA,NA,NA,NA,"Acanthognathus_brevicornis","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,0.68,NA,NA
"2",NA,NA,NA,NA,"Acanthognathus_laevigatus","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"3",NA,NA,NA,NA,"Acanthognathus_lentus","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"4",NA,NA,NA,NA,"Acanthognathus_rudis","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,0.63,NA,NA
"5",NA,NA,NA,NA,"Acanthognathus_stipulosus","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"6",NA,NA,NA,NA,"Acanthognathus_teledectus","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"7",NA,NA,NA,NA,"Acanthomyrmex_crassispinus","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"8","Formicidae","Myrmicinae","Myrmecinini","Acanthomyrmex","Acanthomyrmex_minus","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,1.08,NA,NA
"9","Formicidae","Myrmicinae","Myrmecinini","Acanthomyrmex","Acanthomyrmex_padanensis","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,1,NA,NA
"10","Formicidae","Myrmicinae","Myrmecinini","Acanthomyrmex","Acanthomyrmex_sulawesiensis","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,2.5,NA,NA
"11",NA,NA,NA,NA,"Acanthotichus_arizonensis","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"12",NA,NA,NA,NA,"Acanthotichus_bentoni","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"13",NA,NA,NA,NA,"Acanthotichus_brevicornis","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"14",NA,NA,NA,NA,"Acanthotichus_concavinodis","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"15",NA,NA,NA,NA,"Acanthotichus_emmae","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,1.03,NA,NA
"16",NA,NA,NA,NA,"Acanthotichus_fermoralis","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"17",NA,NA,NA,NA,"Acanthotichus_hispaniolicus","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"18",NA,NA,NA,NA,"Acanthotichus_kirbyi","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"19",NA,NA,NA,NA,"Acanthotichus_laevigatus","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"20",NA,NA,NA,NA,"Acanthotichus_laticornis","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,1.82,NA,NA
"21",NA,NA,NA,NA,"Acanthotichus_lattekei","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"22",NA,NA,NA,NA,"Acanthotichus_longinodis","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"23",NA,NA,NA,NA,"Acanthotichus_punctiscapus","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"24",NA,NA,NA,NA,"Acanthotichus_quadratus","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,2.1,NA,NA
"25",NA,NA,NA,NA,"Acanthotichus_quirozi","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"26",NA,NA,NA,NA,"Acanthotichus_serratulus","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"27",NA,NA,NA,NA,"Acanthotichus_texanus","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"28",NA,NA,NA,NA,"Acanthotichus_truncatus","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"29",NA,NA,NA,"Acromyrmex","Acromyrmex_balzani","ant",NA,NA,NA,NA,NA,NA,NA,3,4,1,"males when queenless, otherwise policed. described in Dijkstra, M. B., Nash, D. R. & Boomsma, J. J. 2005. Self-restraint and sterility in workers of Acromyrmex and Atta leafcutter ants. Insect. Soc. 52: 67-76.",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"30","Formicidae","Myrmicinae","Attini","Acromyrmex","Acromyrmex_crassispinus","ant",NA,NA,NA,NA,NA,NA,NA,3,4,1,"males when queenless, otherwise policed. described in Dijkstra, M. B., Nash, D. R. & Boomsma, J. J. 2005. Self-restraint and sterility in workers of Acromyrmex and Atta leafcutter ants. Insect. Soc. 52: 67-76.",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"31","Formicidae","Myrmicinae","Attini","Acromyrmex","Acromyrmex_insinuator","ant",NA,"Wilson,1978; Dijkstra et al., 2005",2800,"Ferguson-Gow, 2014; Jaffe et al., 2012 - (Sumner et al., 2004a; Sumner et al., 2004b)","1.09",NA,NA,3,4,1,"males when queenless, otherwise policed. described in Dijkstra, M. B., Nash, D. R. & Boomsma, J. J. 2005. Self-restraint and sterility in workers of Acromyrmex and Atta leafcutter ants. Insect. Soc. 52: 67-76.",NA,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"32","Formicidae","Myrmicinae","Attini","Acromyrmex","Acromyrmex_rugosus","ant",NA,NA,NA,NA,NA,NA,NA,3,4,1,"males when queenless, otherwise policed. described in Dijkstra, M. B., Nash, D. R. & Boomsma, J. J. 2005. Self-restraint and sterility in workers of Acromyrmex and Atta leafcutter ants. Insect. Soc. 52: 67-76.",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"33",NA,NA,NA,NA,"Acropyga_bakwele","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"34",NA,NA,NA,NA,"Acropyga_butteli","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"35","Formicidae","Formicinae","Lasiini","Acropyga","Acropyga_epedana","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,0.6,NA,NA
"36",NA,NA,NA,NA,"Acropyga_nipponensis","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"37","Formicidae","Formicinae","Lasiini","Acropyga","Acropyga_sp.","ant",1,"Oster & Wilson, 1978",NA,"Holldobler&Wilson, 1990; Burchill & Moreau, 2016 - (citing Kaspari & Vargo, 1995)",NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
"38","Formicidae","Formicinae","Lasiini","Acropyga","Acropyga_stygia","ant",1,"Oster & Wilson, 1978",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA
"39",NA,NA,NA,NA,"Adelomyrmex_anxiocalor","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"40","Formicidae","Myrmicinae","Adelomyrmecini","Adelomyrmex","Adelomyrmex_bispeculum","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"41",NA,NA,NA,NA,"Adelomyrmex_coco","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"42",NA,NA,NA,NA,"Adelomyrmex_dentivagans","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"43",NA,NA,NA,NA,"Adelomyrmex_marginodus","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"44",NA,NA,NA,NA,"Adelomyrmex_metzabok","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"45",NA,NA,NA,NA,"Adelomyrmex_nortenyo","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"46","Formicidae","Myrmicinae","Adelomyrmecini","Adelomyrmex","Adelomyrmex_paratristani","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"47",NA,NA,NA,NA,"Adelomyrmex_quetzal","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"48",NA,NA,NA,NA,"Aenictus_acerbus","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"49",NA,NA,NA,NA,"Aenictus_aratus","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"50",NA,NA,NA,NA,"Aenictus_carolianus","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"51",NA,NA,NA,NA,"Aenictus_diclops","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"52",NA,NA,NA,NA,"Aenictus_doydeei","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"53","Formicidae","Dorylinae",NA,"Aenictus","Aenictus_gracilis","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"54",NA,NA,NA,NA,"Aenictus_hottai","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"55",NA,NA,NA,NA,"Aenictus_jarujini","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"56",NA,NA,NA,NA,"Aenictus_latifemoratus","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"57",NA,NA,NA,NA,"Aenictus_lifuiae","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"58",NA,NA,NA,NA,"Aenictus_nesiotis","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"59",NA,NA,NA,NA,"Aenictus_nishimurai","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"60",NA,NA,NA,NA,"Aenictus_pfeifferi","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"61",NA,NA,NA,NA,"Aenictus_philiporum","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"62",NA,NA,NA,NA,"Aenictus_silvestrii","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"63",NA,NA,NA,NA,"Aenictus_turneri","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"64",NA,NA,NA,NA,"Aenictus_yamanei","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"65","Formicidae","Pseudomyrmecinae","Pseudomyrmecini","Tetraponera - synonymous with Tetraponera_unidens and Tetraponera_nasuta","Agelaia_areata","wasp",1,"Jeanne & Fagen, 1974",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"66","Vespidae","Polistinae","Epiponini","Agelaia","Agelaia_multipicta","wasp",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"67","Vespidae","Polistinae","Epiponini","Agelaia","Agelaia_pallipes","wasp",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"68","Vespidae","Polistinae","Epiponini","Agelaia","Agelaia_vicina","wasp",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"69","Formicidae","Amblyoponinae","Amblyoponini","Amblyopone","Amblyopone_australis","ant",1,"Peeters & Molet, 2010; Wilson, 1978",64,"Peeters & Molet, 2012; Villet, 1990",NA,NA,0,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"70","Formicidae","Amblyoponinae","Amblyoponini","Amblyopone - could be junior synonym of Stigmatomma_pallipes","Amblyopone_pallipes","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA
"71","Formicidae","Amblyoponinae","Amblyoponini","Amblyopone","Amblyopone_sp1","ant",1,"Wilson, 1978",89,"Ito, 1991; Burchill & Moreau, 2016 - (citing Kaspari & Vargo, 1995)",NA,NA,0,NA,NA,NA,"",NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
"72","Scoliidae",NA,NA,"Ancestor","Ancestor_a","ancestor",0,NA,1,NA,"1",NA,1,NA,NA,NA,"",NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
"73","Formicidae","Myrmicinae","Crematogastrini","Ancyridris","Ancyridris_sp. 1","ant",NA,NA,15,"Burchill & Moreau, 2016 - (citing Wilson, 1959)",NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
"74","Vespidae","Polistinae","Epiponini","Agelaia","Angiopolybia_pallens","wasp",1,"Gelin et al., 2008",NA,NA,NA,NA,1,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"75",NA,NA,NA,NA,"Anictus_pangantihoni","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"76",NA,NA,NA,NA,"Anochetus_boltoni","ant",NA,NA,NA,NA,NA,NA,NA,4,4,0,"Villet et al 1991 describe lack of worker ovaries in Anochetus but only specifically studied Anochetus bequaerti, Anochetus faurei and Anochetus katonae. Villet, M.H., R.M. Crewe, and F.D. Duncan. 1991. Evolutionary trends in the reproductive biology of ponerine ants (Hymenoptera: Formicidae). J. Nat. Hist. 25:1603-1610. DOI:10.1080/00222939100770991",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"77",NA,NA,NA,NA,"Anochetus_elegans","ant",NA,NA,NA,NA,NA,NA,NA,4,4,0,"Villet et al 1991 describe lack of worker ovaries in Anochetus but only specifically studied Anochetus bequaerti, Anochetus faurei and Anochetus katonae. Villet, M.H., R.M. Crewe, and F.D. Duncan. 1991. Evolutionary trends in the reproductive biology of ponerine ants (Hymenoptera: Formicidae). J. Nat. Hist. 25:1603-1610. DOI:10.1080/00222939100770991",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"78",NA,NA,NA,NA,"Anochetus_goodmani","ant",NA,NA,NA,NA,NA,NA,NA,4,4,0,"Villet et al 1991 describe lack of worker ovaries in Anochetus but only specifically studied Anochetus bequaerti, Anochetus faurei and Anochetus katonae. Villet, M.H., R.M. Crewe, and F.D. Duncan. 1991. Evolutionary trends in the reproductive biology of ponerine ants (Hymenoptera: Formicidae). J. Nat. Hist. 25:1603-1610. DOI:10.1080/00222939100770991",NA,0,0,0,0,0,NA,NA,NA,NA,NA,1.57,NA,NA
"79",NA,NA,NA,NA,"Anochetus_grandidieri","ant",NA,NA,NA,NA,NA,NA,NA,4,4,0,"Villet et al 1991 describe lack of worker ovaries in Anochetus but only specifically studied Anochetus bequaerti, Anochetus faurei and Anochetus katonae. Villet, M.H., R.M. Crewe, and F.D. Duncan. 1991. Evolutionary trends in the reproductive biology of ponerine ants (Hymenoptera: Formicidae). J. Nat. Hist. 25:1603-1610. DOI:10.1080/00222939100770991",NA,0,0,0,0,0,NA,NA,NA,NA,NA,0.94,NA,NA
"80",NA,NA,NA,NA,"Anochetus_madegascarensis","ant",NA,NA,NA,NA,NA,NA,NA,4,4,0,"Villet et al 1991 describe lack of worker ovaries in Anochetus but only specifically studied Anochetus bequaerti, Anochetus faurei and Anochetus katonae. Villet, M.H., R.M. Crewe, and F.D. Duncan. 1991. Evolutionary trends in the reproductive biology of ponerine ants (Hymenoptera: Formicidae). J. Nat. Hist. 25:1603-1610. DOI:10.1080/00222939100770991",NA,0,0,0,0,0,NA,NA,NA,NA,NA,1.52,NA,NA
"81",NA,NA,NA,NA,"Anochetus_maryatiae","ant",NA,NA,NA,NA,NA,NA,NA,4,4,0,"Villet et al 1991 describe lack of worker ovaries in Anochetus but only specifically studied Anochetus bequaerti, Anochetus faurei and Anochetus katonae. Villet, M.H., R.M. Crewe, and F.D. Duncan. 1991. Evolutionary trends in the reproductive biology of ponerine ants (Hymenoptera: Formicidae). J. Nat. Hist. 25:1603-1610. DOI:10.1080/00222939100770991",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"82",NA,NA,NA,NA,"Anochetus_miserabilis","ant",NA,NA,NA,NA,NA,NA,NA,4,4,0,"Villet et al 1991 describe lack of worker ovaries in Anochetus but only specifically studied Anochetus bequaerti, Anochetus faurei and Anochetus katonae. Villet, M.H., R.M. Crewe, and F.D. Duncan. 1991. Evolutionary trends in the reproductive biology of ponerine ants (Hymenoptera: Formicidae). J. Nat. Hist. 25:1603-1610. DOI:10.1080/00222939100770991",NA,0,0,0,0,0,NA,NA,NA,NA,NA,1.74,NA,NA
"83",NA,NA,NA,NA,"Anochetus_pattersoni","ant",NA,NA,NA,NA,NA,NA,NA,4,4,0,"Villet et al 1991 describe lack of worker ovaries in Anochetus but only specifically studied Anochetus bequaerti, Anochetus faurei and Anochetus katonae. Villet, M.H., R.M. Crewe, and F.D. Duncan. 1991. Evolutionary trends in the reproductive biology of ponerine ants (Hymenoptera: Formicidae). J. Nat. Hist. 25:1603-1610. DOI:10.1080/00222939100770991",NA,0,0,0,0,0,NA,NA,NA,NA,NA,1.29,NA,NA
"84",NA,NA,NA,NA,"Anochetus_vallensis","ant",NA,NA,NA,NA,NA,NA,NA,4,4,0,"Villet et al 1991 describe lack of worker ovaries in Anochetus but only specifically studied Anochetus bequaerti, Anochetus faurei and Anochetus katonae. Villet, M.H., R.M. Crewe, and F.D. Duncan. 1991. Evolutionary trends in the reproductive biology of ponerine ants (Hymenoptera: Formicidae). J. Nat. Hist. 25:1603-1610. DOI:10.1080/00222939100770991",NA,0,0,0,0,0,NA,NA,NA,NA,NA,1.22,NA,NA
"85","Formicidae","Formicinae","Lasiini","Anoplolepis","Anoplolepis_custodiens","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"86","Formicidae","Formicinae","Lasiini","Anoplolepis","Anoplolepis_gracilipes","ant",1,"Holway et al., 2002",15000,"www.antprofiler.org",NA,NA,1,3,4,1,"male production occurs in queenless colonies. Lee et al. 2017. Worker reproduction of the invasive yellow crazy ant Anoplolepis gracilipes. Frontiers in Zoology 14(24)",NA,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"87","Formicidae","Myrmicinae","Pheidolini","Aphaenogaster","Aphaenogaster_aktaci","ant",NA,NA,NA,NA,NA,NA,NA,3,4,0,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"88","Formicidae","Myrmicinae","Pheidolini","Aphaenogaster","Aphaenogaster_maculifrons","ant",NA,NA,NA,NA,NA,NA,NA,3,4,0,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,1.18,NA,NA
"89","Formicidae","Myrmicinae","Pheidolini","Aphaenogaster","Aphaenogaster_punctaticeps","ant",NA,NA,NA,NA,NA,NA,NA,3,4,0,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"90","Formicidae","Myrmicinae","Pheidolini","Aphaenogaster","Aphaenogaster_radchenkoi","ant",NA,NA,NA,NA,NA,NA,NA,3,4,0,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,1.17,NA,NA
"91",NA,NA,NA,"Aphomomyrmex","Aphomomyrmex_afer","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"92","Apidae","Apinae","Apini","Apis","Apis_andreniformis","bee",1,NA,4900,"Jaffe et al., 2014","8.86","1",0,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,0.68,NA,NA
"93","Apidae","Apinae","Apini","Apis","Apis_cerana","bee",1,NA,6577.5,"Hammond&Keller, 2004; Rodriguez-Serrano et al., 2012","8.88","1",0,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"94","Apidae","Apinae","Apini","Apis","Apis_dorsata","bee",1,NA,21757,"Hammond&Keller, 2004; Rodriguez-Serrano et al., 2012","30","1",0,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"95","Apidae","Apinae","Apini","Apis","Apis_florea","bee",1,NA,21450.5,"Hammond&Keller, 2004; Rodriguez-Serrano et al., 2012",NA,"1",0,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"96","Apidae","Apinae","Apini","Apis","Apis_koschevnikovi","bee",1,NA,7000,"Jaffe et al., 2014","7.33","1",0,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"97","Apidae","Apinae","Apini","Apis","Apis_laboriosa","bee",1,NA,36630,"Jaffe et al., 2014","18.28","1",0,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"98","Apidae","Apinae","Apini","Apis","Apis_mellifera","bee",1,NA,53174.67,"Dornhaus et al., 2012; Rodriguez-Serrano et al., 2012; Jaffe et al., 2014",NA,"1",0,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"99","Apidae","Apinae","Apini","Apis","Apis_nigrocincta","bee",1,NA,6884,"Jaffe et al., 2014","31.64","1",0,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"100","Formicidae","Myrmicinae","Attini","Apterostigma","Apterostigma_GR","ant",1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",27,"Burchill & Moreau, 2016 - (citing Kaspari & Vargo, 1995)",NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
"101","Formicidae","Myrmicinae","Attini","Apterostigma","Apterostigma_SH","ant",1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",46,"Burchill & Moreau, 2016 - (citing Kaspari & Vargo, 1995)",NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
"102","Formicidae","Myrmicinae","Attini","Apterostigma","Apterostigma_sp2.","ant",1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",25,"Ferguson-Gow, 2014",NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
"103","Formicidae","Myrmicinae","Attini","Apterostigma","Apterostigma_SQ","ant",1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",45,"Kaspari & Vargo, 1995",NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
"104",NA,NA,NA,"Aptinoma","Aptinoma_antongil","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"105",NA,NA,NA,"Aptinoma","Aptinoma_mangabe","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,0,0,0,0,0,NA,NA,NA,NA,NA,0.59,NA,NA
