animal,Family,Subfamily,Tribe,Genus,type,caste.number,caste.number.ref,colony.size,colony.size.ref,queen.mating.frequency.original,queen.number.continuous,queen.number.binary,Supercolonial.Helantera.review_no.stringent.nonstringent,social.parasite.Antwiki_no.yes,clonal,hybridisation,Taxonomic_info.Antcat.registered_undescribed.species_Antcat.unregistered_incertae.sedis._subspecies,Min_size,Max_size,Raw_Data_all_workers,Sample_size_all_workers,Queen_HW_mean,Queen_HW_mean.1,Sample_size_queen,Raw_data_queen
Aphaenogaster_phalangium,Formicidae,Myrmicinae,Pheidolini,Aphaenogaster,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",NA,,,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Aphaenogaster_punctaticeps,Formicidae,Myrmicinae,Pheidolini,Aphaenogaster,ant,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Aphaenogaster_radchenkoi,Formicidae,Myrmicinae,Pheidolini,Aphaenogaster,ant,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,1.17,NA,NA
Aphaenogaster_rudis,Formicidae,Myrmicinae,Pheidolini,Aphaenogaster,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",303,"Kaspari & Vargo, 1995","1,02",1,0,0,0,0,0,0,0.853,1.082,"0.939, 1.082, 0.853, 0.873",4,NA,NA,NA,NA
Aphaenogaster_senilis,Formicidae,Myrmicinae,Pheidolini,Aphaenogaster,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017; Holldobler&Wilson, 1990; Wilson, 1953; Villalta et al., 2016",1226.29,"Boulay et al., 2007; Cronin & Monnin, 2009",,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Aphaenogaster_smythiesii,Formicidae,Myrmicinae,Pheidolini,Aphaenogaster,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",275,"Iwanishi et al., 2003",1,1,0,0,0,0,0,0,NA,NA,0.992,1,NA,NA,NA,NA
Aphaenogaster_spinosa,Formicidae,Myrmicinae,Pheidolini,Aphaenogaster,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",NA,,,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Aphaenogaster_subterranea,Formicidae,Myrmicinae,Pheidolini,Aphaenogaster,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",2000,"Sanders, personal communication",,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Aphaenogaster_treatae,Formicidae,Myrmicinae,Pheidolini,Aphaenogaster,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",654,"Holldobler & Wilson, 1990; King & Porter, 2007; Tschinkel, 2011",,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Aphomomyrmex_afer,NA,NA,NA,Aphomomyrmex,ant,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Apis_andreniformis,Apidae,Apinae,Apini,Apis,bee,1,NA,4900,"Jaffe et al., 2014",8.86,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,0.68,NA,NA
Apis_cerana,Apidae,Apinae,Apini,Apis,bee,1,NA,6577.5,"Hammond&Keller, 2004; Rodriguez-Serrano et al., 2012",8.88,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Apis_dorsata,Apidae,Apinae,Apini,Apis,bee,1,NA,21757,"Hammond&Keller, 2004; Rodriguez-Serrano et al., 2012",30,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Apis_florea,Apidae,Apinae,Apini,Apis,bee,1,NA,21450.5,"Hammond&Keller, 2004; Rodriguez-Serrano et al., 2012",NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Apis_koschevnikovi,Apidae,Apinae,Apini,Apis,bee,1,NA,7000,"Jaffe et al., 2014",7.33,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Apis_laboriosa,Apidae,Apinae,Apini,Apis,bee,1,NA,36630,"Jaffe et al., 2014",18.28,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Apis_mellifera,Apidae,Apinae,Apini,Apis,bee,1,NA,53174.67,"Dornhaus et al., 2012; Rodriguez-Serrano et al., 2012; Jaffe et al., 2014",NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Apis_nigrocincta,Apidae,Apinae,Apini,Apis,bee,1,NA,6884,"Jaffe et al., 2014",31.64,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Apomyrma_stygia,Formicidae,Apomyrminae,Apomyrmini,Apomyrma,ant,1,"Oster & Wilson, 1978",64.75,"Shik, 2008; Holldobler & Wilson, 1990",,15,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Apterostigma_collare,Formicidae,Myrmicinae,Attini,Apterostigma,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",23.98,"Ferguson-Gow, 2014","1,045",1,0,0,0,0,0,0,0.667,0.727,"0.667, 0.727",2,0.7545,NA,2,"0.749, 0.76"
Apterostigma_dentigerum,Formicidae,Myrmicinae,Attini,Apterostigma,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",104.33,"Ferguson-Gow, 2014; Tschinkel, 2011; Kaspari & Vargo, 1995",,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Apterostigma_GR,Formicidae,Myrmicinae,Attini,Apterostigma,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",27,"Burchill & Moreau, 2016 - (citing Kaspari & Vargo, 1995)",NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Apterostigma_mayri,Formicidae,Myrmicinae,Attini,Apterostigma,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",20,"Murakami et al., 2000",1,1,0,0,0,0,0,0,0.594,0.644,"0.626, 0.594, 0.644",3,NA,NA,NA,NA
Apterostigma_pilosum,Formicidae,Myrmicinae,Attini,Apterostigma,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",NA,,,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Apterostigma_robustum,Formicidae,Myrmicinae,Attini,Apterostigma,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",NA,,,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Apterostigma_SH,Formicidae,Myrmicinae,Attini,Apterostigma,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",46,"Burchill & Moreau, 2016 - (citing Kaspari & Vargo, 1995)",NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Apterostigma_sp2.,Formicidae,Myrmicinae,Attini,Apterostigma,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",25,"Ferguson-Gow, 2014",NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Apterostigma_SQ,Formicidae,Myrmicinae,Attini,Apterostigma,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",45,"Kaspari & Vargo, 1995",NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Apterostigma_tramitis,Formicidae,Myrmicinae,Attini,Apterostigma,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",17,"Tschinkel, 2011",,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Apterostigma_urichii,Formicidae,Myrmicinae,Attini,Apterostigma,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",23,"Ferguson-Gow, 2014",,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Aptinoma_antongil,NA,NA,NA,Aptinoma,ant,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Aptinoma_mangabe,NA,NA,NA,Aptinoma,ant,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0.59,NA,NA
Asphinctopone_differens,NA,NA,NA,Asphinctopone,ant,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Asphinctopone_pilosa,NA,NA,NA,Asphinctopone,ant,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Asphinctopone_silvestrii,NA,NA,NA,Asphinctopone,ant,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0.64,NA,NA
Asteloeca_ujhelyii,Vespidae,Polistinae,Epiponini,Synoeca,wasp,NA,NA,77,Kud√¥ et al 2005,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Atopomyrmex_mocquerysi,Formicidae,Myrmicinae,Formicoxenini,Atopomyrmex,ant,NA,,65000,"Holldobler & Wilson, 1990",,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Atta_cephalotes,Formicidae,Myrmicinae,Attini,Atta,ant,3,"Holldboler&Wilson, 1990; Dijkstra et al., 2005; Wetterer, 1999",1500000,"Ferguson-Gow, 2014; Gadau et al., 2012; Beckers et al., 1989","2,27",1,0,0,0,0,0,0,1.506,5.438,"1.874, 1.506, 2.877, 3.768, 3.332, 3.344, 2.958, 2.168, 3.566, 5.438, 5.424",11,NA,NA,NA,NA
Atta_colombica,Formicidae,Myrmicinae,Attini,Atta - also known as Atta_columbica,ant,3,"Holldboler&Wilson, 1990; Dijkstra et al., 2005",2154761.91,"Ferguson-Gow, 2014; Holldobler & Wilson, 1990; Jaffe et al., 2012 ","4,37",1,0,0,0,0,0,0,1.44,4.345,"2.071, 1.933, 2.552, 3.179, 1.44, 3.041, 3.898, 4.345",8,NA,NA,NA,NA
Atta_laevigata,Formicidae,Myrmicinae,Attini,Atta,ant,3,"Holldboler&Wilson, 1990; Dijkstra et al., 2005",3500000,"Ferguson-Gow, 2014",,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Atta_sexdens,Formicidae,Myrmicinae,Attini,Atta,ant,4,"Wilson, 1980; Bourke & Franks, 1995; Wheeler, 1991",5833333.33,"Ferguson-Gow, 2014; Beckers, 1989; Jaffe et al., 2012","2,6",1,0,0,0,0,0,0,1.73,4.896,"4.896, 1.73, 3.426, 4.404, 2.075, 2.69, 2.858, 3.259, 4.038, 4.16",10,3.769,NA,1,3.769
Atta_texana,Formicidae,Myrmicinae,Attini,Atta,ant,3,"Holldboler&Wilson, 1990; Dijkstra et al., 2005",1.00E+07,"Beckers et al., 1989",,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Atta_vollenweideri,Formicidae,Myrmicinae,Attini,Atta,ant,3,"Holldboler&Wilson, 1990; Dijkstra et al., 2005",5500000,"Ferguson-Gow, 2014",,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Augochlorella_michaelis,Halictidae,Halictinae,Augochlorini,Augochlorella,bee,1,NA,3.5,"Michner, 1974",NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Augochlorella_persimilis,Halictidae,Halictinae,Augochlorini,Augochlorella,bee,1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Augochlorella_pura,Halictidae,Halictinae,Augochlorini,Augochlorella,bee,1,Hughes et al. 2008,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Augochlorella_striata,Halictidae,Halictinae,Augochlorini,Augochlorella,bee,1,Hughes et al. 2008,7,"Jaffe et al., 2014",1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Austroplebeia_australis,Apidae,Apinae,Meliponini,Austroplebeia,bee,1,NA,2000,"Hammond&Keller, 2004",1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Austroplebeia_cassiae,Apidae,Apinae,Meliponini,Austroplebeia,bee,1,NA,3000,"Gruter, 2018",NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Austroplebeia_symei,Apidae,Apinae,Meliponini,Austroplebeia,bee,1,NA,2800,"Hammond&Keller, 2004; Toth et al., 2004",1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Axinidris_acholli,NA,NA,NA,NA,ant,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Axinidris_bidens,NA,NA,NA,NA,ant,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0.63,NA,NA
Axinidris_denticulata,NA,NA,NA,NA,ant,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Axinidris_gabonica,NA,NA,NA,NA,ant,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Axinidris_ghanensis,NA,NA,NA,NA,ant,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Axinidris_hylekoites,NA,NA,NA,NA,ant,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0.74,NA,NA
Axinidris_hypoclinoides,NA,NA,NA,NA,ant,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Axinidris_icipe,NA,NA,NA,NA,ant,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Axinidris_kakamegensis,NA,NA,NA,NA,ant,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Axinidris_kinoin,NA,NA,NA,NA,ant,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Axinidris_lignicola,NA,NA,NA,NA,ant,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Axinidris_luhya,NA,NA,NA,NA,ant,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Axinidris_mlalu,NA,NA,NA,NA,ant,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Axinidris_murielae,NA,NA,NA,NA,ant,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0.78,NA,NA
Axinidris_namib,NA,NA,NA,NA,ant,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Axinidris_nigripes,NA,NA,NA,NA,ant,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Axinidris_occidentalis,NA,NA,NA,NA,ant,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Axinidris_okekai,NA,NA,NA,NA,ant,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Axinidris_palligastrion,NA,NA,NA,NA,ant,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Axinidris_stageri,NA,NA,NA,NA,ant,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Axinidris_tridens,NA,NA,NA,NA,ant,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Azteca_chartifex,Formicidae,Dolichoderinae,Leptomyrmecini,Azteca,ant,2,"Wheeler, 1986; Holldobler&Wilson, 1990",NA,,,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Azteca_constructor,Formicidae,Dolichoderinae,Leptomyrmecini,Azteca,ant,1,"Marting et al., 2018",NA,,,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Azteca_forelii,Formicidae,Dolichoderinae,Leptomyrmecini,Azteca,ant,NA,,50000,"Beckers et al., 1989",,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Azteca_trigona,Formicidae,Dolichoderinae,Leptomyrmecini,Azteca,ant,2,"Wheeler, 1986; Adams, 1994",28000,"Wheeler, 1986",,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Basiceros_manni,Formicidae,Myrmicinae,Basicerotini,Basiceros,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",24,"Holldobler & Wilson, 1990",,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Basiceros_scambognathus,NA,NA,NA,NA,ant,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,1.21,NA,NA
Belonopelta_deletrix,Formicidae,Ponerinae,Ponerini,Belonopelta,ant,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Blepharidatta_brasiliensis,Formicidae,Myrmicinae,Attini,Blepharidatta,ant,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Blepharidatta_conops,Formicidae,Myrmicinae,Attini,Blepharidatta,ant,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Bombus_affinis,Apidae,Bombinae,Bombini,Bombus,bee,1,NA,138,"Rodriguez-Serrano et al., 2012; Michner, 1974",1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Bombus_agrorum,Apidae,Bombinae,Bombini,Bombus,bee,1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Bombus_ardens,Apidae,Bombinae,Bombini,Bombus (pyrobombus_ardens),bee,1,NA,34.5,"Cueva del Castillo et al., 2015; Jaffe et al., 2014",1,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Bombus_atratus,Apidae,Bombinae,Bombini,Bombus,bee,1,NA,54.3,"Cueva del Castillo et al., 2015",NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Bombus_auricomus,Apidae,Bombinae,Bombini,Bombus,bee,1,NA,35,"Jaffe et al., 2014",1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Bombus_bifarius,Apidae,Bombinae,Bombini,Bombus,bee,1,NA,NA,NA,NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Bombus_bimaculatus,Apidae,Bombinae,Bombini,Bombus,bee,1,NA,35,"Rodriguez-Serrano et al., 2012; Michner, 1974",1.05,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Bombus_brasiliensis,Apidae,Bombinae,Bombini,Bombus,bee,1,NA,42,"Cueva del Castillo et al., 2015",NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Bombus_californicus,Apidae,Bombinae,Bombini,Bombus,bee,1,NA,NA,NA,NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Bombus_citrinus,Apidae,Bombinae,Bombini,Bombus,bee,1,NA,50,"Jaffe et al., 2014",1.76,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Bombus_diversus,Apidae,Bombinae,Bombini,Bombus,bee,1,NA,271.5,"Cueva del Castillo et al., 2015",1,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Bombus_ephippiatus,Apidae,Bombinae,Bombini,Bombus,bee,1,NA,465,"Cueva del Castillo et al., 2015",NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Bombus_florilegus,Apidae,Bombinae,Bombini,Bombus,bee,1,NA,NA,NA,1,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Bombus_frigidus,Apidae,Bombinae,Bombini,Bombus,bee,1,NA,NA,NA,NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Bombus_griseocollis,Apidae,Bombinae,Bombini,Bombus,bee,1,NA,46,"Jaffe et al., 2014",1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Bombus_honshuensis,Apidae,Bombinae,Bombini,Bombus,bee,1,NA,120,"Cueva del Castillo et al., 2015; Jaffe et al., 2014",1,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Bombus_hortorum,Apidae,Bombinae,Bombini,Bombus,bee,1,NA,110,"Rodriguez-Serrano et al., 2012; Jaffe et al., 2014",1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Bombus_humilis,Apidae,Bombinae,Bombini,Bombus,bee,1,NA,NA,NA,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Bombus_hypnorum,Apidae,Bombinae,Bombini,Bombus,bee,1,NA,29.95,"Hammond&Keller, 2004; Rodriguez-Serrano et al., 2012",1.18,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Bombus_hypocrita,Apidae,Bombinae,Bombini,Bombus - synonymous with Bombus_hypocrita_sapporoensis which is a subspecies,bee,1,NA,38,"Cueva del Castillo et al., 2015",3.61,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Bombus_ignitus,Apidae,Bombinae,Bombini,Bombus,bee,1,NA,62.5,"Cueva del Castillo et al., 2015; Zhang et al., 2018",1,1,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Bombus_impatiens,Apidae,Bombinae,Bombini,Bombus,bee,1,NA,338.33,"Rodriguez-Serrano et al., 2012; Cueva del Castillo et al., 2015; Jaffe et al., 2012",1.04,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Bombus_insularis,Apidae,Bombinae,Bombini,Bombus,bee,1,NA,NA,NA,1,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Bombus_lantschouensis,Apidae,Bombinae,Bombini,Bombus,bee,1,NA,224,"Zhang et al., 2018",1,1,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Bombus_lapidarius,Apidae,Bombinae,Bombini,Bombus,bee,1,NA,150,"Rodriguez-Serrano et al., 2012; Jaffe et al., 2014",1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Bombus_lucorum,Apidae,Bombinae,Bombini,Bombus,bee,1,NA,140.4,"Rodriguez-Serrano et al., 2012; Cueva del Castillo et al., 2015; Michner, 1974",1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Bombus_medius,Apidae,Bombinae,Bombini,Bombus,bee,1,NA,800,"Cueva del Castillo et al., 2015",NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Bombus_melaleucus,Apidae,Bombinae,Bombini,Bombus,bee,1,NA,43,"Cueva del Castillo et al., 2015",NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Bombus_morio,Apidae,Bombinae,Bombini,Bombus,bee,1,NA,67.5,"Cueva del Castillo et al., 2015",NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Bombus_muscorum,Apidae,Bombinae,Bombini,Bombus,bee,1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Bombus_nevadensis,Apidae,Bombinae,Bombini,Bombus,bee,1,NA,139,"Hobbs, 1965",NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Bombus_occidentalis,Apidae,Bombinae,Bombini,Bombus,bee,1,NA,55,"Jaffe et al., 2014",NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Bombus_pascuorum,Apidae,Bombinae,Bombini,Bombus,bee,1,NA,110,"Rodriguez-Serrano et al., 2012; Jaffe et al., 2014",1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Bombus_patagiatus,Apidae,Bombinae,Bombini,Bombus,bee,1,NA,205,"Zhang et al., 2018",1,1,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Bombus_pennsylvanicus,Apidae,Bombinae,Bombini,Bombus,bee,1,NA,150,"Cueva del Castillo et al., 2015",NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Bombus_perplexus,Apidae,Bombinae,Bombini,Bombus,bee,1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Bombus_pratorum,Apidae,Bombinae,Bombini,Pyrobombus,bee,1,NA,100,"Jaffe et al., 2014",1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Bombus_pseudobaicalensis,Apidae,Bombinae,Bombini,Bombus,bee,1,NA,20,"Cueva del Castillo et al., 2015",NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Bombus_pullatus,Apidae,Bombinae,Bombini,Bombus,bee,1,NA,336.5,"Cueva del Castillo et al., 2015",NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Bombus_ruderatus,Apidae,Bombinae,Bombini,Bombus,bee,1,NA,400,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Bombus_rufocinctus,Apidae,Bombinae,Bombini,Bombus,bee,1,NA,NA,NA,NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Bombus_schrencki,Apidae,Bombinae,Bombini,Bombus,bee,1,NA,25.5,"Cueva del Castillo et al., 2015",NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Bombus_sichelii,Apidae,Bombinae,Bombini,Bombus,bee,1,NA,NA,NA,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Bombus_sylvarum,Apidae,Bombinae,Bombini,Bombus,bee,1,NA,NA,NA,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Bombus_terrestris,Apidae,Bombinae,Bombini,Bombus,bee,1,NA,233.33,"Alford, 1975; Cueva del Castillo et al., 2015; Jaffe et al., 2014; Zhang et al., 2018",1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Bombus_terricola,Apidae,Bombinae,Bombini,Bombus,bee,1,NA,100,"Michner, 1974",NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Bombus_transversalis,Apidae,Bombinae,Bombini,Bombus,bee,1,NA,118.6,"Cueva del Castillo et al., 2015",NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Bombus_variabilis,Apidae,Bombinae,Bombini,Bombus,bee,1,NA,NA,NA,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Bombus_vosnesenskii,Apidae,Bombinae,Bombini,Bombus,bee,1,NA,1848,"Cueva del Castillo et al., 2015",NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
